date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:35:22	218712/218712	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jun%202023%2012:22:14%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/appcelular2.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/appcelular2.png	(from https://economistasincero.com.br/evolucao/)
22:35:22	89290/89290	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:22:11%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/dep1.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/dep1.jpg	(from https://economistasincero.com.br/evolucao/)
22:35:22	81843/81843	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:22:25%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/dep2.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/dep2.jpg	(from https://economistasincero.com.br/evolucao/)
22:35:22	100463/100463	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:22:47%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/dep3.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/dep3.jpg	(from https://economistasincero.com.br/evolucao/)
22:35:23	104647/104647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:23:07%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/dep4.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/dep4.jpg	(from https://economistasincero.com.br/evolucao/)
22:35:23	63845/63845	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:23:20%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/dep5.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/dep5.jpg	(from https://economistasincero.com.br/evolucao/)
22:35:23	103685/103685	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:23:35%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/dep6.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/dep6.jpg	(from https://economistasincero.com.br/evolucao/)
22:35:23	35129/35129	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jul%202023%2017:46:59%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/botoes-evl3.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/botoes-evl3.png	(from https://economistasincero.com.br/evolucao/)
22:35:23	153890/153890	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2020:14:54%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/app-telas.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/app-telas.png	(from https://economistasincero.com.br/evolucao/)
22:35:24	187100/187100	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2020:35:23%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/bagde-oferta.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/bagde-oferta.png	(from https://economistasincero.com.br/evolucao/)
22:35:24	185751/185751	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2020:37:12%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/bagde-assinatura.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/bagde-assinatura.png	(from https://economistasincero.com.br/evolucao/)
22:35:24	514700/514700	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2021:07:44%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/charles-banqueta3-739x1024.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/charles-banqueta3-739x1024.png	(from https://economistasincero.com.br/evolucao/)
22:35:24	193605/193605	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2020:45:35%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/bagde2-comprasegura-3.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/bagde2-comprasegura-3.png	(from https://economistasincero.com.br/evolucao/)
22:35:24	34131/34131	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2020:45:46%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/bagde2-appexclusivo-2.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/bagde2-appexclusivo-2.png	(from https://economistasincero.com.br/evolucao/)
22:35:25	25201/25201	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2020:45:55%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/bagde2-garantia-3.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/bagde2-garantia-3.png	(from https://economistasincero.com.br/evolucao/)
22:35:25	4599/4599	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2011:50:39%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/titulo-economistasincero-1-37x300.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/titulo-economistasincero-1-37x300.png	(from https://economistasincero.com.br/evolucao/)
22:35:25	37917/37917	---M--	200	added ('OK')	text/css	date:Sat,%2019%20Aug%202023%2012:08:16%20GMT	https://economistasincero.com.br/wp-content/uploads/elementor/css/post-884.css?ver=1692446896	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/elementor/css/post-884c295.css	(from https://economistasincero.com.br/evolucao/)
22:35:25	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2003:23:28%20GMT	https://economistasincero.com.br/wp-includes/js/imagesloaded.min.js?ver=4.1.4	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-includes/js/imagesloaded.mineda1.js	(from https://economistasincero.com.br/evolucao/)
22:35:26	4702/4702	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Oct%202021%2014:11:15%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.4.2	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minccfb.js	(from https://economistasincero.com.br/evolucao/)
22:35:26	4960/4960	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2019:51:18%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.3	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.mina767.js	(from https://economistasincero.com.br/evolucao/)
22:35:26	14277/14277	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2019:51:18%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.3	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.mina767.js	(from https://economistasincero.com.br/evolucao/)
22:35:26	1573198/1573198	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Mar%202023%2017:14:18%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/foto-charles-nasdaq-min-1024x1024.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/foto-charles-nasdaq-min-1024x1024.png	(from https://economistasincero.com.br/evolucao/)
22:35:26	19900/19900	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Oct%202021%2014:11:15%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.4.2	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.minccfb.js	(from https://economistasincero.com.br/evolucao/)
22:35:27	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2019:51:18%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://economistasincero.com.br/evolucao/)
22:35:27	21438/21438	---M--	200	added ('OK')	application/javascript	date:Thu,%2030%20Mar%202023%2002:41:08%20GMT	https://economistasincero.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://economistasincero.com.br/evolucao/)
22:35:27	37741/37741	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Apr%202022%2019:51:18%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.3	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor/assets/js/frontend.mina767.js	(from https://economistasincero.com.br/evolucao/)
22:35:28	23779/23779	---M--	200	added ('OK')	application/javascript	date:Wed,%2027%20Oct%202021%2014:11:15%20GMT	https://economistasincero.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.4.2	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minccfb.js	(from https://economistasincero.com.br/evolucao/)
22:35:28	16898/16898	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2003:35:28%20GMT	https://economistasincero.com.br/evolucao/a	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/evolucao/a	(from https://connect.facebook.net/en_US/fbevents.js)
22:35:28	16898/16898	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2003:35:28%20GMT	https://economistasincero.com.br/evolucao/POST	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/evolucao/POST	(from https://connect.facebook.net/en_US/fbevents.js)
22:35:29	16898/16898	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2003:35:29%20GMT	https://economistasincero.com.br/evolucao/b.resolvedLink	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/evolucao/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
22:35:29	16898/16898	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2003:35:29%20GMT	https://economistasincero.com.br/evolucao/schema.org/	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/evolucao/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
22:35:29	16898/16898	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2003:35:29%20GMT	https://economistasincero.com.br/signals/iwl.js	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
22:35:30	297796/297796	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Nov%202022%2002:27:44%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/foto-finaldepoimentos.jpg	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/foto-finaldepoimentos.jpg	(from https://economistasincero.com.br/wp-content/uploads/elementor/css/post-884.css?ver=1692446896)
22:35:30	393988/393988	---M--	200	added ('OK')	image/png	date:Tue,%2027%20Jun%202023%2001:12:41%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/fundotopo.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/fundotopo.png	(from https://economistasincero.com.br/wp-content/uploads/elementor/css/post-884.css?ver=1692446896)
22:35:30	192276/192276	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202023%2011:51:04%20GMT	https://economistasincero.com.br/wp-content/uploads/2022/10/foto-econsincero-1.png	D:/Web%20Site/Comunidade/Comunidade/economistasincero.com.br/wp-content/uploads/2022/10/foto-econsincero-1.png	(from https://economistasincero.com.br/wp-content/uploads/elementor/css/post-884.css?ver=1692446896)
